ip,domain,caa_result
89.169.66.169,dns.google,0 issue "pki.goog";128 issue "pki.goog"
202.232.2.31,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
92.223.109.31,dns.east.comss.one,0 issue "comodoca.com"
147.78.178.170,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
210.138.123.108,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
62.133.35.15,dns.sb,0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "sectigo.com";0 iodef "mailto:admin@dns.sb"
185.71.138.138,wikimedia-dns.org,0 issue "letsencrypt.org";0 iodef "mailto:dns-admin@wikimedia.org"
182.92.205.234,alidns.com,0 issue "globalsign.com"
210.128.97.91,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
221.191.232.251,dns.google,0 issue "pki.goog";128 issue "pki.goog"
62.115.42.147,dns.sb,0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "sectigo.com";0 iodef "mailto:admin@dns.sb"
203.180.146.25,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
216.239.34.34,dns.google,0 issue "pki.goog";128 issue "pki.goog"
46.175.236.31,dns.google,0 issue "pki.goog";128 issue "pki.goog"
210.130.0.53,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
77.85.33.102,dns.google,0 issue "pki.goog";128 issue "pki.goog"
101.200.190.126,alidns.com,0 issue "globalsign.com"
147.78.178.174,dns.sb,0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "sectigo.com";0 iodef "mailto:admin@dns.sb"
45.14.106.6,dns.sb,0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "sectigo.com";0 iodef "mailto:admin@dns.sb"
202.232.2.32,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
210.130.0.13,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
179.228.251.174,dns.google,0 issue "pki.goog";128 issue "pki.goog"
185.64.79.5,dns.sb,0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "sectigo.com";0 iodef "mailto:admin@dns.sb"
147.78.178.170,dns.sb,0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "sectigo.com";0 iodef "mailto:admin@dns.sb"
210.128.97.215,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
210.130.0.20,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
147.78.178.181,dns.sb,0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "sectigo.com";0 iodef "mailto:admin@dns.sb"
210.138.123.106,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
202.232.2.33,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
210.130.0.52,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
93.177.66.108,doh.webnmail.de,0 iodef "mailto:admin@webnmail.de";0 issue "letsencrypt.org"
217.160.68.68,dns.clanless.ovh,0 issue "sectigo.com"
45.60.186.33,dns.google,0 issue "pki.goog";128 issue "pki.goog"
8.8.4.4,8888.google,0 issue "pki.goog";128 issue "pki.goog"
186.178.5.234,dns.google,0 issue "pki.goog";128 issue "pki.goog"
203.180.146.206,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
185.37.252.149,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
203.180.146.215,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
203.180.146.216,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
210.128.97.77,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
210.128.97.85,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
210.138.123.109,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
147.78.178.172,dns.sb,0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "sectigo.com";0 iodef "mailto:admin@dns.sb"
210.128.97.92,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
78.142.193.52,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
112.74.0.100,alidns.com,0 issue "globalsign.com"
210.130.232.1,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
210.138.123.105,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
47.254.217.109,alidns.com,0 issue "globalsign.com"
92.38.152.163,dns.comss.one,0 issue "comodoca.com"
16.162.124.34,alidns.com,0 issue "globalsign.com"
203.180.146.221,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
210.130.0.1,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
116.106.237.109,dns.google,0 issue "pki.goog";128 issue "pki.goog"
210.138.123.76,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
62.115.182.209,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
185.118.196.55,public-dns-c.dns.srvfarm.net,0 issue "letsencrypt.org";0 issuewild "letsencrypt.org"
210.128.97.203,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
76.76.21.21,arashi.eu.org,0 issue "letsencrypt.org"
147.78.178.181,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
174.138.29.175,doh.tiar.app,128 issuewild ";";128 issue "letsencrypt.org"
62.133.35.15,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
210.130.1.13,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
203.180.146.219,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
198.35.26.14,wikimedia-dns.org,0 issue "letsencrypt.org";0 iodef "mailto:dns-admin@wikimedia.org"
210.138.123.78,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
194.169.181.36,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
203.180.146.27,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
210.130.0.61,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
203.180.146.24,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
62.115.42.147,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
119.3.218.92,dnsenc.com,0 iodef "mailto:hi@carrnot.com";0 issue "digicert.com";0 issuewild ";"
78.142.193.52,dns.sb,0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "sectigo.com";0 iodef "mailto:admin@dns.sb"
185.37.252.149,dns.sb,0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "sectigo.com";0 iodef "mailto:admin@dns.sb"
94.36.233.135,dns.google,0 issue "pki.goog";128 issue "pki.goog"
210.128.97.89,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
82.84.178.154,dns.google,0 issue "pki.goog";128 issue "pki.goog"
210.130.1.2,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
14.231.56.157,dns.google,0 issue "pki.goog";128 issue "pki.goog"
210.130.1.12,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
62.133.35.17,dns.sb,0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "sectigo.com";0 iodef "mailto:admin@dns.sb"
147.78.178.171,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
121.89.194.240,alidns.com,0 issue "globalsign.com"
137.117.187.53,dns.comss.one,0 issue "comodoca.com"
169.1.243.154,dns.google,0 issue "pki.goog";128 issue "pki.goog"
191.33.203.238,dns.google,0 issue "pki.goog";128 issue "pki.goog"
210.128.97.84,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
87.210.14.108,dns.google,0 issue "pki.goog";128 issue "pki.goog"
147.78.178.174,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
5.135.155.46,doh.j2b.fr,0 issue "letsencrypt.org"
202.5.221.134,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
178.62.55.244,dns.google,0 issue "pki.goog";128 issue "pki.goog"
194.169.181.34,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
8.8.4.4,dns.google,0 issue "pki.goog";128 issue "pki.goog"
165.22.253.142,dns1.ikoniaga.net,0 issue "sectigo.com"
194.169.181.35,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
203.180.146.222,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
124.121.182.8,dns.google,0 issue "pki.goog";128 issue "pki.goog"
203.180.146.13,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
210.130.0.3,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
91.198.174.7,wikimedia-dns.org,0 issue "letsencrypt.org";0 iodef "mailto:dns-admin@wikimedia.org"
98.15.33.110,dns.google,0 issue "pki.goog";128 issue "pki.goog"
202.232.2.39,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
210.128.97.78,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
185.37.252.148,dns.sb,0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "sectigo.com";0 iodef "mailto:admin@dns.sb"
216.98.99.109,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
45.125.0.26,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
62.115.182.205,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
78.142.193.51,dns.sb,0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "sectigo.com";0 iodef "mailto:admin@dns.sb"
210.128.97.205,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
203.180.146.217,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
157.119.101.188,dns.sb,0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "sectigo.com";0 iodef "mailto:admin@dns.sb"
210.130.0.73,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
85.145.222.167,dns.google,0 issue "pki.goog";128 issue "pki.goog"
210.138.123.74,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
165.22.61.129,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
78.142.193.53,dns.sb,0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "sectigo.com";0 iodef "mailto:admin@dns.sb"
203.180.146.204,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
210.130.0.70,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
185.150.117.6,dns.comss.one,0 issue "comodoca.com"
210.128.97.204,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
3.34.32.82,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
210.128.97.76,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
142.147.91.99,dns.sb,0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "sectigo.com";0 iodef "mailto:admin@dns.sb"
185.37.252.147,dns.sb,0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "sectigo.com";0 iodef "mailto:admin@dns.sb"
216.98.99.108,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
219.93.40.126,dns1.mpbp.my,0 issue "letsencrypt.org"
203.180.146.214,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
210.128.97.74,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
210.128.97.75,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
210.128.97.216,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
171.97.12.246,dns.google,0 issue "pki.goog";128 issue "pki.goog"
210.130.0.63,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
60.205.126.114,alidns.com,0 issue "globalsign.com"
202.232.2.2,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
44.199.52.108,dns.stevenz.net,0 iodef "mailto:caa-report@stevenz.net";0 issue "letsencrypt.org";0 issuewild "letsencrypt.org"
174.138.29.175,dot.tiar.app,128 issuewild ";";128 issue "letsencrypt.org"
210.130.0.21,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
185.64.79.5,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
185.37.252.150,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
210.128.97.213,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
194.169.181.38,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
79.133.149.84,dns.google,0 issue "pki.goog";128 issue "pki.goog"
202.5.221.132,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
202.232.2.38,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
203.180.146.208,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
79.177.113.214,dns.google,0 issue "pki.goog";128 issue "pki.goog"
84.110.222.62,dns.google,0 issue "pki.goog";128 issue "pki.goog"
8.8.8.8,dns.google,0 issue "pki.goog";128 issue "pki.goog"
103.102.166.14,wikimedia-dns.org,0 issue "letsencrypt.org";0 iodef "mailto:dns-admin@wikimedia.org"
210.128.97.83,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
78.142.193.53,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
157.119.101.188,doh.sb,0 issue "sectigo.com";0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "buypass.no";0 issue "globalsign.com";0 iodef "mailto:admin@dns.sb"
203.180.146.205,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
203.180.146.14,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
45.125.0.27,dns.sb,0 issue "digicert.com";0 issue "letsencrypt.org";0 issue "sectigo.com";0 iodef "mailto:admin@dns.sb"
210.130.0.60,dns.iij.jp,0 issue "globalsign.com";0 issuewild "globalsign.com";0 iodef "mailto:dns-managers@iij.ad.jp"
