cert_hash,host,port,server_name,depth
d131d6bf326827b28a64c854ad7579f603d474f63e3d5de832b7f10c1f9d220f,101.33.235.10,443,dns.18bit.cn,0
79f1f5ab697debf195f5b7da65f95399682edaeb80115b9d42a6ae5e2fa98802,101.33.235.10,443,dns.18bit.cn,1
404d0bbf2043e84f8e936b860d997aa3b3b0fd1332c58e6ad0848bd7d054dc01,101.198.191.131,443,doh.360.cn,0
f8e3bf1efe08ef700c4edbfdc4ff319d58ecb780dfb0dda7d51047b39b28718e,101.198.191.131,443,doh.360.cn,1
68b9c761219a5b1f0131784474665db61bbdb109e00f05ca9f74244ee5f5f52b,101.198.191.131,443,doh.360.cn,2
404d0bbf2043e84f8e936b860d997aa3b3b0fd1332c58e6ad0848bd7d054dc01,101.198.191.132,443,doh.360.cn,0
f8e3bf1efe08ef700c4edbfdc4ff319d58ecb780dfb0dda7d51047b39b28718e,101.198.191.132,443,doh.360.cn,1
68b9c761219a5b1f0131784474665db61bbdb109e00f05ca9f74244ee5f5f52b,101.198.191.132,443,doh.360.cn,2
404d0bbf2043e84f8e936b860d997aa3b3b0fd1332c58e6ad0848bd7d054dc01,101.198.191.135,443,doh.360.cn,0
f8e3bf1efe08ef700c4edbfdc4ff319d58ecb780dfb0dda7d51047b39b28718e,101.198.191.135,443,doh.360.cn,1
68b9c761219a5b1f0131784474665db61bbdb109e00f05ca9f74244ee5f5f52b,101.198.191.135,443,doh.360.cn,2
404d0bbf2043e84f8e936b860d997aa3b3b0fd1332c58e6ad0848bd7d054dc01,101.198.191.133,443,doh.360.cn,0
f8e3bf1efe08ef700c4edbfdc4ff319d58ecb780dfb0dda7d51047b39b28718e,101.198.191.133,443,doh.360.cn,1
68b9c761219a5b1f0131784474665db61bbdb109e00f05ca9f74244ee5f5f52b,101.198.191.133,443,doh.360.cn,2
404d0bbf2043e84f8e936b860d997aa3b3b0fd1332c58e6ad0848bd7d054dc01,101.198.191.4,443,doh.360.cn,0
f8e3bf1efe08ef700c4edbfdc4ff319d58ecb780dfb0dda7d51047b39b28718e,101.198.191.4,443,doh.360.cn,1
68b9c761219a5b1f0131784474665db61bbdb109e00f05ca9f74244ee5f5f52b,101.198.191.4,443,doh.360.cn,2
404d0bbf2043e84f8e936b860d997aa3b3b0fd1332c58e6ad0848bd7d054dc01,101.226.4.6,443,doh.360.cn,0
f8e3bf1efe08ef700c4edbfdc4ff319d58ecb780dfb0dda7d51047b39b28718e,101.226.4.6,443,doh.360.cn,1
68b9c761219a5b1f0131784474665db61bbdb109e00f05ca9f74244ee5f5f52b,101.226.4.6,443,doh.360.cn,2
404d0bbf2043e84f8e936b860d997aa3b3b0fd1332c58e6ad0848bd7d054dc01,101.226.4.6,443,pub1.sdns.360.cn,0
f8e3bf1efe08ef700c4edbfdc4ff319d58ecb780dfb0dda7d51047b39b28718e,101.226.4.6,443,pub1.sdns.360.cn,1
68b9c761219a5b1f0131784474665db61bbdb109e00f05ca9f74244ee5f5f52b,101.226.4.6,443,pub1.sdns.360.cn,2
404d0bbf2043e84f8e936b860d997aa3b3b0fd1332c58e6ad0848bd7d054dc01,101.199.254.118,443,doh.360.cn,0
f8e3bf1efe08ef700c4edbfdc4ff319d58ecb780dfb0dda7d51047b39b28718e,101.199.254.118,443,doh.360.cn,1
68b9c761219a5b1f0131784474665db61bbdb109e00f05ca9f74244ee5f5f52b,101.199.254.118,443,doh.360.cn,2
27dd3e6cf6a7401ea7ed111d61b9b87d7a21eb8f601312ce8a23f1da2c89aa78,101.34.204.157,443,i.233py.com,0
ee793643199474ed60efdc8ccde4d37445921683593aa751bbf8ee491a391e97,101.34.204.157,443,i.233py.com,1
b18fdab3cc836fa9c103ffa2d5afb5025800672e7cbd7b5188b16080f0c29d9c,101.200.190.126,443,alidns.com,0
74ef335e5e18788307fb9d89cb704bec112abd23487dbff41c4ded5070f241d9,101.200.190.126,443,alidns.com,1
404d0bbf2043e84f8e936b860d997aa3b3b0fd1332c58e6ad0848bd7d054dc01,101.198.191.247,443,doh.360.cn,0
f8e3bf1efe08ef700c4edbfdc4ff319d58ecb780dfb0dda7d51047b39b28718e,101.198.191.247,443,doh.360.cn,1
68b9c761219a5b1f0131784474665db61bbdb109e00f05ca9f74244ee5f5f52b,101.198.191.247,443,doh.360.cn,2
27dd3e6cf6a7401ea7ed111d61b9b87d7a21eb8f601312ce8a23f1da2c89aa78,101.35.161.25,443,i.233py.com,0
ee793643199474ed60efdc8ccde4d37445921683593aa751bbf8ee491a391e97,101.35.161.25,443,i.233py.com,1
404d0bbf2043e84f8e936b860d997aa3b3b0fd1332c58e6ad0848bd7d054dc01,101.199.113.208,443,doh.360.cn,0
f8e3bf1efe08ef700c4edbfdc4ff319d58ecb780dfb0dda7d51047b39b28718e,101.199.113.208,443,doh.360.cn,1
68b9c761219a5b1f0131784474665db61bbdb109e00f05ca9f74244ee5f5f52b,101.199.113.208,443,doh.360.cn,2
d8ef817fad5af008065210978befde2bed19485957950c912a4fb427e3ae0427,103.102.166.14,443,doh5001.wikimedia.org,0
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd,103.102.166.14,443,doh5001.wikimedia.org,1
0033207c01b21633f936790cf77f2947ebb04fa3bc0787a01d17b9414228ba1a,101.43.225.245,443,dns.dnse.ltd,0
79f1f5ab697debf195f5b7da65f95399682edaeb80115b9d42a6ae5e2fa98802,101.43.225.245,443,dns.dnse.ltd,1
d8ef817fad5af008065210978befde2bed19485957950c912a4fb427e3ae0427,103.102.166.14,443,wikimedia-dns.org,0
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd,103.102.166.14,443,wikimedia-dns.org,1
605d6f86232a8e24b7d51a9b75cb242b5524e8043cc5cf11437f7d5e5dbed14d,103.103.131.105,443,dns.nextdns.io,0
5dd661d3cb33b5005cbed045a223ddc4445aaa41d1acb5df700884cad9ba4195,103.103.131.105,443,dns.nextdns.io,1
a6cf64dbb4c8d5fd19ce48896068db03b533a8d1336c6256a87d00cbb3def3ea,103.103.131.105,443,dns.nextdns.io,2
c53fd9089f83357e61f617f91366ad6db7da9182e7fdadf7ce45c002ac39e1c4,103.124.95.99,443,dns.adbvn.com,0
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd,103.124.95.99,443,dns.adbvn.com,1
6d99fb265eb1c5b3744765fcbc648f3cd8e1bffafdc4c2f99b9d47cf7ff1c24f,103.124.95.99,443,dns.adbvn.com,2
d8ef817fad5af008065210978befde2bed19485957950c912a4fb427e3ae0427,103.102.166.5,443,wikimedia-dns.org,0
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd,103.102.166.5,443,wikimedia-dns.org,1
d8ef817fad5af008065210978befde2bed19485957950c912a4fb427e3ae0427,103.102.166.5,443,doh5002.wikimedia.org,0
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd,103.102.166.5,443,doh5002.wikimedia.org,1
c93386adf01223e637a3aca7c68988bb8240c4afd5d204c206bc35d7a4358dd1,1.0.0.1,443,one.one.one.one,0
f7a9a1b2fd964a3f2670bd668d561fb7c55d3aa9ab8391e7e169702db8a3dbcf,1.0.0.1,443,one.one.one.one,1
973ae97ef05ba1281097641c6e8560924a3d3a4abddf41cc29bdf2580c22fdc1,103.161.172.14,443,dns.bahien.com,0
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd,103.161.172.14,443,dns.bahien.com,1
6d99fb265eb1c5b3744765fcbc648f3cd8e1bffafdc4c2f99b9d47cf7ff1c24f,103.161.172.14,443,dns.bahien.com,2
fdf7d4189c6a895441e3d4ab6498c0f838313e457bd270d96a1f5945a8bcd7ed,103.137.62.19,443,dns.qvq.network,0
acf718df838e640051777d1947f51620e8d804ba186553ae52fc9811b5d34b8b,103.137.62.19,443,dns.qvq.network,1
5c58468d55f58e497e743982d2b50010b6d165374acf83a7d4a32db768c4408e,103.137.62.19,443,dns.qvq.network,2
36d19a9cde6029d14da4d951735190bb4cc6db206d643f6474d7739474912299,103.137.62.19,443,dns.qvq.network,3
192bd3ba8c1e4e84da198ca77f06578ba38daba448b4402b23fa675bf73579c1,103.105.98.141,443,www.doh.terasys.co.id,0
43cac31ef8e8ba1b4b16b8206e4c0a26c5badb2fc3aa09e90170e41b66c2fd64,103.105.98.141,443,www.doh.terasys.co.id,1
68b9c761219a5b1f0131784474665db61bbdb109e00f05ca9f74244ee5f5f52b,103.105.98.141,443,www.doh.terasys.co.id,2
192bd3ba8c1e4e84da198ca77f06578ba38daba448b4402b23fa675bf73579c1,103.105.98.141,443,doh.terasys.co.id,0
43cac31ef8e8ba1b4b16b8206e4c0a26c5badb2fc3aa09e90170e41b66c2fd64,103.105.98.141,443,doh.terasys.co.id,1
68b9c761219a5b1f0131784474665db61bbdb109e00f05ca9f74244ee5f5f52b,103.105.98.141,443,doh.terasys.co.id,2
605d6f86232a8e24b7d51a9b75cb242b5524e8043cc5cf11437f7d5e5dbed14d,103.127.124.46,443,dns.nextdns.io,0
5dd661d3cb33b5005cbed045a223ddc4445aaa41d1acb5df700884cad9ba4195,103.127.124.46,443,dns.nextdns.io,1
a6cf64dbb4c8d5fd19ce48896068db03b533a8d1336c6256a87d00cbb3def3ea,103.127.124.46,443,dns.nextdns.io,2
973ae97ef05ba1281097641c6e8560924a3d3a4abddf41cc29bdf2580c22fdc1,103.161.172.14,443,rdns.tino.org,0
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd,103.161.172.14,443,rdns.tino.org,1
6d99fb265eb1c5b3744765fcbc648f3cd8e1bffafdc4c2f99b9d47cf7ff1c24f,103.161.172.14,443,rdns.tino.org,2
8d42602de5bfb22265c3dc629130027b2f65bfaa6b496ae88ceb92e02dcc3f91,119.3.218.92,443,www.dnsenc.com,0
68d0b2e8c85bf009b4db39ac8b5e2fa8e1fd9fd1e5028704ea9288c7e472aaeb,119.3.218.92,443,www.dnsenc.com,1
6b793a55d5926f5bf839c0b273878948d8c421b07e947161d3a4efb8fa0a1b22,103.121.210.210,443,dns.sb,0
43cac31ef8e8ba1b4b16b8206e4c0a26c5badb2fc3aa09e90170e41b66c2fd64,103.121.210.210,443,dns.sb,1
68b9c761219a5b1f0131784474665db61bbdb109e00f05ca9f74244ee5f5f52b,103.121.210.210,443,dns.sb,2
1037152444e248465d75565ce96adf2f1e97eb4e4bd119cfe6bbd57d635fb385,103.121.210.210,443,jp-nrt.doh.sb,0
84965384498039cc9458610318303f9ccfc452e236780fbddc4748567f05a0ee,103.121.210.210,443,jp-nrt.doh.sb,1
a6cf64dbb4c8d5fd19ce48896068db03b533a8d1336c6256a87d00cbb3def3ea,103.121.210.210,443,jp-nrt.doh.sb,2
6b793a55d5926f5bf839c0b273878948d8c421b07e947161d3a4efb8fa0a1b22,103.121.210.210,443,doh.sb,0
43cac31ef8e8ba1b4b16b8206e4c0a26c5badb2fc3aa09e90170e41b66c2fd64,103.121.210.210,443,doh.sb,1
68b9c761219a5b1f0131784474665db61bbdb109e00f05ca9f74244ee5f5f52b,103.121.210.210,443,doh.sb,2
65ffdccb6084e2f49cae0b54f033509822cd1132ee35db8fd34c1aadffc2eaad,103.247.36.150,443,doh.dnsfilter.com,0
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd,103.247.36.150,443,doh.dnsfilter.com,1
6d99fb265eb1c5b3744765fcbc648f3cd8e1bffafdc4c2f99b9d47cf7ff1c24f,103.247.36.150,443,doh.dnsfilter.com,2
6b793a55d5926f5bf839c0b273878948d8c421b07e947161d3a4efb8fa0a1b22,103.121.210.211,443,dns.sb,0
43cac31ef8e8ba1b4b16b8206e4c0a26c5badb2fc3aa09e90170e41b66c2fd64,103.121.210.211,443,dns.sb,1
68b9c761219a5b1f0131784474665db61bbdb109e00f05ca9f74244ee5f5f52b,103.121.210.211,443,dns.sb,2
6b793a55d5926f5bf839c0b273878948d8c421b07e947161d3a4efb8fa0a1b22,103.121.210.211,443,doh.sb,0
43cac31ef8e8ba1b4b16b8206e4c0a26c5badb2fc3aa09e90170e41b66c2fd64,103.121.210.211,443,doh.sb,1
68b9c761219a5b1f0131784474665db61bbdb109e00f05ca9f74244ee5f5f52b,103.121.210.211,443,doh.sb,2
6b793a55d5926f5bf839c0b273878948d8c421b07e947161d3a4efb8fa0a1b22,103.121.210.212,443,doh.sb,0
43cac31ef8e8ba1b4b16b8206e4c0a26c5badb2fc3aa09e90170e41b66c2fd64,103.121.210.212,443,doh.sb,1
68b9c761219a5b1f0131784474665db61bbdb109e00f05ca9f74244ee5f5f52b,103.121.210.212,443,doh.sb,2
6b793a55d5926f5bf839c0b273878948d8c421b07e947161d3a4efb8fa0a1b22,103.121.210.212,443,dns.sb,0
43cac31ef8e8ba1b4b16b8206e4c0a26c5badb2fc3aa09e90170e41b66c2fd64,103.121.210.212,443,dns.sb,1
68b9c761219a5b1f0131784474665db61bbdb109e00f05ca9f74244ee5f5f52b,103.121.210.212,443,dns.sb,2
65ffdccb6084e2f49cae0b54f033509822cd1132ee35db8fd34c1aadffc2eaad,103.247.37.150,443,doh.dnsfilter.com,0
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd,103.247.37.150,443,doh.dnsfilter.com,1
6d99fb265eb1c5b3744765fcbc648f3cd8e1bffafdc4c2f99b9d47cf7ff1c24f,103.247.37.150,443,doh.dnsfilter.com,2
c8aa617eb0dbd0814bf4d16f030b39b9a7846eef45912d9b745b645d08072d6c,103.6.84.23,443,dns2-hkg.securd.com,0
973a41276ffd01e027a2aad49e34c37846d3e976ff6a620b6712e33832041aa6,103.6.84.23,443,dns2-hkg.securd.com,1
3a2fbe92891e57fe05d57087f48e730f17e5a5f53ef403d618e5b74d7a7e6ecb,103.6.84.23,443,dns2-hkg.securd.com,2
c8aa617eb0dbd0814bf4d16f030b39b9a7846eef45912d9b745b645d08072d6c,103.6.84.23,443,dns.securd.com,0
973a41276ffd01e027a2aad49e34c37846d3e976ff6a620b6712e33832041aa6,103.6.84.23,443,dns.securd.com,1
3a2fbe92891e57fe05d57087f48e730f17e5a5f53ef403d618e5b74d7a7e6ecb,103.6.84.23,443,dns.securd.com,2
349652ef32e1b153b7436a43a07a499e5e00f94b57a0a07552849213ac221550,103.179.44.88,443,dns.x11.pw,0
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd,103.179.44.88,443,dns.x11.pw,1
f54ca1ab0ecaacc26f0618bfd19ccdb7865119f5d8545a5c3df2062872b79d15,103.237.147.61,443,dns.nguyendn.com,0
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd,103.237.147.61,443,dns.nguyendn.com,1
605d6f86232a8e24b7d51a9b75cb242b5524e8043cc5cf11437f7d5e5dbed14d,103.170.232.254,443,dns.nextdns.io,0
5dd661d3cb33b5005cbed045a223ddc4445aaa41d1acb5df700884cad9ba4195,103.170.232.254,443,dns.nextdns.io,1
a6cf64dbb4c8d5fd19ce48896068db03b533a8d1336c6256a87d00cbb3def3ea,103.170.232.254,443,dns.nextdns.io,2
cd8f3ea1733e5d49438affb729b56549007df84b24dc803907a9a2b9b77a7ac1,103.196.38.200,443,doh.hdns.io,0
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd,103.196.38.200,443,doh.hdns.io,1
6d99fb265eb1c5b3744765fcbc648f3cd8e1bffafdc4c2f99b9d47cf7ff1c24f,103.196.38.200,443,doh.hdns.io,2
e68302032462b32b146d2c53ff87712ada01900b92c899b846c11dead2430522,103.179.45.33,443,jpdns.hker.me,0
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd,103.179.45.33,443,jpdns.hker.me,1
6c66cc32b52232386fce8223d735f2771a55a92d076e93c4b76d722fc0d950f5,104.16.132.229,443,dns.cloudflare.com,0
3abbe63daf756c5016b6b85f52015fd8e8acbe277c5087b127a60563a841ed8a,104.16.132.229,443,dns.cloudflare.com,1
6c66cc32b52232386fce8223d735f2771a55a92d076e93c4b76d722fc0d950f5,104.16.133.229,443,dns.cloudflare.com,0
3abbe63daf756c5016b6b85f52015fd8e8acbe277c5087b127a60563a841ed8a,104.16.133.229,443,dns.cloudflare.com,1
e3cd1cc530711b716f45dc8b20214f0e8abd575f82990ba2bf28ed2bf61c6e65,103.172.17.225,443,dns1.mactel.net.id,0
21acc1dbd6944f9ac18c782cb5c328d6c2821c6b63731fa3b8987f5625de8a0d,103.172.17.225,443,dns1.mactel.net.id,1
68b9c761219a5b1f0131784474665db61bbdb109e00f05ca9f74244ee5f5f52b,103.172.17.225,443,dns1.mactel.net.id,2
cd8f3ea1733e5d49438affb729b56549007df84b24dc803907a9a2b9b77a7ac1,103.196.38.200,443,query.hdns.io,0
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd,103.196.38.200,443,query.hdns.io,1
6d99fb265eb1c5b3744765fcbc648f3cd8e1bffafdc4c2f99b9d47cf7ff1c24f,103.196.38.200,443,query.hdns.io,2
7bf35c01f1b26a7e2f0226ce362c6de975d1a7ae6bf3f89d5bde6f537132279b,103.196.38.40,443,c.hdns.io,0
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd,103.196.38.40,443,c.hdns.io,1
6d99fb265eb1c5b3744765fcbc648f3cd8e1bffafdc4c2f99b9d47cf7ff1c24f,103.196.38.40,443,c.hdns.io,2
8b977c7ec13a7a18070a96a6edd0c6807655437ee7228a73c5cfd39e88d768bd,103.196.38.38,443,a.hdns.io,0
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd,103.196.38.38,443,a.hdns.io,1
6d99fb265eb1c5b3744765fcbc648f3cd8e1bffafdc4c2f99b9d47cf7ff1c24f,103.196.38.38,443,a.hdns.io,2
823db869d903f17c542a5cb78121d6ea78f48cc0c2b64929c3a0b0ebe2281053,103.196.38.39,443,b.hdns.io,0
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd,103.196.38.39,443,b.hdns.io,1
6d99fb265eb1c5b3744765fcbc648f3cd8e1bffafdc4c2f99b9d47cf7ff1c24f,103.196.38.39,443,b.hdns.io,2
c93386adf01223e637a3aca7c68988bb8240c4afd5d204c206bc35d7a4358dd1,104.16.248.249,443,cloudflare-dns.com,0
f7a9a1b2fd964a3f2670bd668d561fb7c55d3aa9ab8391e7e169702db8a3dbcf,104.16.248.249,443,cloudflare-dns.com,1
c93386adf01223e637a3aca7c68988bb8240c4afd5d204c206bc35d7a4358dd1,104.16.249.249,443,cloudflare-dns.com,0
f7a9a1b2fd964a3f2670bd668d561fb7c55d3aa9ab8391e7e169702db8a3dbcf,104.16.249.249,443,cloudflare-dns.com,1
b994959044823ee248144fb90012f8037d6929463ae40c8cd05ddff182da62f8,103.141.154.3,443,dns.gi.co.id,0
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd,103.141.154.3,443,dns.gi.co.id,1
6d99fb265eb1c5b3744765fcbc648f3cd8e1bffafdc4c2f99b9d47cf7ff1c24f,103.141.154.3,443,dns.gi.co.id,2
cd8f3ea1733e5d49438affb729b56549007df84b24dc803907a9a2b9b77a7ac1,103.196.38.200,443,dot.hdns.io,0
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd,103.196.38.200,443,dot.hdns.io,1
6d99fb265eb1c5b3744765fcbc648f3cd8e1bffafdc4c2f99b9d47cf7ff1c24f,103.196.38.200,443,dot.hdns.io,2
dca0e7f0d27684ce737857a012d4351f6cca6fe5238701d7c53e67ff7a6550c3,103.253.27.40,443,doh.sterli.net,0
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd,103.253.27.40,443,doh.sterli.net,1
6d99fb265eb1c5b3744765fcbc648f3cd8e1bffafdc4c2f99b9d47cf7ff1c24f,103.253.27.40,443,doh.sterli.net,2
dc40893bc33dc80a344760b2ce52bf54136ea53b594151f282830a4799f4f14d,104.21.22.243,443,freedom.mydns.network,0
3abbe63daf756c5016b6b85f52015fd8e8acbe277c5087b127a60563a841ed8a,104.21.22.243,443,freedom.mydns.network,1
dc40893bc33dc80a344760b2ce52bf54136ea53b594151f282830a4799f4f14d,104.21.22.243,443,adblock.mydns.network,0
3abbe63daf756c5016b6b85f52015fd8e8acbe277c5087b127a60563a841ed8a,104.21.22.243,443,adblock.mydns.network,1
605d6f86232a8e24b7d51a9b75cb242b5524e8043cc5cf11437f7d5e5dbed14d,103.62.48.147,443,dns.nextdns.io,0
5dd661d3cb33b5005cbed045a223ddc4445aaa41d1acb5df700884cad9ba4195,103.62.48.147,443,dns.nextdns.io,1
a6cf64dbb4c8d5fd19ce48896068db03b533a8d1336c6256a87d00cbb3def3ea,103.62.48.147,443,dns.nextdns.io,2
e7f1cab07132aece922068db04f0b505834e260d1cbda9c422f1c26380269e93,104.21.13.53,443,basic.rethinkdns.com,0
3abbe63daf756c5016b6b85f52015fd8e8acbe277c5087b127a60563a841ed8a,104.21.13.53,443,basic.rethinkdns.com,1
605d6f86232a8e24b7d51a9b75cb242b5524e8043cc5cf11437f7d5e5dbed14d,103.12.211.14,443,dns.nextdns.io,0
5dd661d3cb33b5005cbed045a223ddc4445aaa41d1acb5df700884cad9ba4195,103.12.211.14,443,dns.nextdns.io,1
a6cf64dbb4c8d5fd19ce48896068db03b533a8d1336c6256a87d00cbb3def3ea,103.12.211.14,443,dns.nextdns.io,2
e5cfe5a2a434e3aa0038effe51afff29c2e03cfe8cd9d6998f6931ea80d86d6b,103.2.57.5,443,public00.dns.iij.jp,0
87c71553445eb3c33c3e0710711b99e9c7773f04d91ac38a9f4c082ee24101ea,103.2.57.5,443,public00.dns.iij.jp,1
fb28acde5162a9dfafe3eee5fa4c98584b33670623a350e429b9509d1494f84a,103.227.141.70,443,dns.disdik.id,0
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd,103.227.141.70,443,dns.disdik.id,1
6d99fb265eb1c5b3744765fcbc648f3cd8e1bffafdc4c2f99b9d47cf7ff1c24f,103.227.141.70,443,dns.disdik.id,2
e5cfe5a2a434e3aa0038effe51afff29c2e03cfe8cd9d6998f6931ea80d86d6b,103.2.57.6,443,public01.dns.iij.jp,0
87c71553445eb3c33c3e0710711b99e9c7773f04d91ac38a9f4c082ee24101ea,103.2.57.6,443,public01.dns.iij.jp,1
3e14f8313f4efada3c9c8f1752c339be5b94fb0740991679fc940453c99c16e6,103.174.50.18,443,dns.nayemador.com,0
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd,103.174.50.18,443,dns.nayemador.com,1
7a9d7b966a0fcdfff531bb6c3b2cdfb4fa5dd8cf48dc465b52bfa642e793de25,103.13.112.100,443,mumdns.tfaq.cc,0
5dd661d3cb33b5005cbed045a223ddc4445aaa41d1acb5df700884cad9ba4195,103.13.112.100,443,mumdns.tfaq.cc,1
a6cf64dbb4c8d5fd19ce48896068db03b533a8d1336c6256a87d00cbb3def3ea,103.13.112.100,443,mumdns.tfaq.cc,2
3e14f8313f4efada3c9c8f1752c339be5b94fb0740991679fc940453c99c16e6,103.174.50.18,443,nayemador.bdixdns.com,0
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd,103.174.50.18,443,nayemador.bdixdns.com,1
605d6f86232a8e24b7d51a9b75cb242b5524e8043cc5cf11437f7d5e5dbed14d,103.13.114.172,443,dns.nextdns.io,0
5dd661d3cb33b5005cbed045a223ddc4445aaa41d1acb5df700884cad9ba4195,103.13.114.172,443,dns.nextdns.io,1
a6cf64dbb4c8d5fd19ce48896068db03b533a8d1336c6256a87d00cbb3def3ea,103.13.114.172,443,dns.nextdns.io,2
e5cfe5a2a434e3aa0038effe51afff29c2e03cfe8cd9d6998f6931ea80d86d6b,103.2.57.5,443,public.dns.iij.jp,0
87c71553445eb3c33c3e0710711b99e9c7773f04d91ac38a9f4c082ee24101ea,103.2.57.5,443,public.dns.iij.jp,1
dfc5965296fa3e6d17179b78212333c5b32840d68be27f5b17e8806f6465973f,103.159.93.100,443,doh-lintang.korowelang.id,0
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd,103.159.93.100,443,doh-lintang.korowelang.id,1
6d99fb265eb1c5b3744765fcbc648f3cd8e1bffafdc4c2f99b9d47cf7ff1c24f,103.159.93.100,443,doh-lintang.korowelang.id,2
fea2f1136b9ef3b8d2b84c0d20b9505aeb4ba808fec4cbbb6ed6033971f1e208,103.29.68.118,443,jp-dns1.bancuh.com,0
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd,103.29.68.118,443,jp-dns1.bancuh.com,1
